Date,Actual Sales,Forecast Sales,Forecast Lower,Forecast Upper
2015-04-17,3206.68006701,,,
2015-04-18,2603.80004886,,,
2015-04-19,1959.90003206,,,
2015-04-20,2049.85004808,,,
2015-04-21,540.9499969,,,
2015-04-22,539.96001054,,,
2015-04-23,2483.74004764,,,
2015-04-24,949.9300232,,,
2015-04-25,2109.77003858,,,
2015-04-26,1689.88003546,,,
2015-04-27,2309.73004524,,,
2015-04-28,879.8800049,,,
2015-04-29,1817.84003834,,,
2015-04-30,2393.6800613,,,
2015-05-01,154.9900055,,,
2015-05-02,1401.9000091,,,
2015-05-03,822.9100113,,,
2015-05-04,2266.7400284,,,
2015-05-05,879.93002708,,,
2015-05-06,2589.78007516,,,
2015-05-07,3294.6000518,,,
2015-05-08,1924.7800445,,,
2015-05-09,2159.87002566,,,
2015-05-10,1288.9400177,,,
2015-05-11,1173.90002828,,,
2015-05-12,1951.84002684,,,
2015-05-13,691.9800034,,,
2015-05-14,1533.8100279999999,,,
2015-05-15,1824.81003566,,,
2015-05-16,1155.83002866,,,
2015-05-17,2329.69003296,,,
2015-05-18,1189.85002906,,,
2015-05-19,1384.87002562,,,
2015-05-20,293.9600067,,,
2015-05-21,299.9500122,,,
2015-05-22,1639.80004886,,,
2015-05-23,2739.6900329,,,
2015-05-24,929.9200211,,,
2015-05-25,1782.81002042,,,
2015-05-26,1369.91002656,,,
2015-05-27,2209.82001116,,,
2015-05-28,3338.7300491,,,
2015-05-29,1799.8700256,,,
2015-05-30,2718.7100180400003,,,
2015-05-31,379.9900055,,,
2015-06-01,701.94001197,,,
2015-06-02,2913.68005,,,
2015-06-03,1359.7300491400001,,,
2015-06-04,3820.56008142,,,
2015-06-05,1244.85000984,,,
2015-06-06,1554.78000646,,,
2015-06-07,3577.75004196,,,
2015-06-08,2019.77002706,,,
2015-06-09,1707.8800201,,,
2015-06-10,2151.84005933,,,
2015-06-11,1659.84003078,,,
2015-06-12,1596.79005245,,,
2015-06-13,1134.9400329999999,,,
2015-06-14,889.9600143600001,,,
2015-06-15,3689.57004173,,,
2015-06-16,2269.77004246,,,
2015-06-17,2677.69005964,,,
2015-06-18,2379.6600569800003,,,
2015-06-19,2199.78005216,,,
2015-06-20,1729.8300172,,,
2015-06-21,1789.8100129,,,
2015-06-22,1507.8400193,,,
2015-06-23,400.0,,,
2015-06-24,1583.8600235000001,,,
2015-06-25,699.90001676,,,
2015-06-26,2599.72004314,,,
2015-06-27,847.8900146,,,
2015-06-28,1669.79004288,,,
2015-06-29,2414.77003094,,,
2015-06-30,4716.67012032,,,
2015-07-01,1178.9199982,,,
2015-07-02,1185.83003242,,,
2015-07-03,1639.83000946,,,
2015-07-04,734.9400177,,,
2015-07-05,2759.82007994,,,
2015-07-06,439.95001608,,,
2015-07-07,3114.76005743,,,
2015-07-08,599.9400178,,,
2015-07-09,249.97000889999998,,,
2015-07-10,1609.87003708,,,
2015-07-11,2099.7400398,,,
2015-07-12,1489.8900299,,,
2015-07-13,1330.79003335,,,
2015-07-14,2563.76007086,,,
2015-07-15,711.9900055,,,
2015-07-16,939.89000708,,,
2015-07-17,3093.7700578,,,
2015-07-18,1609.80001832,,,
2015-07-19,1857.80000698,,,
2015-07-20,919.9400100600001,,,
2015-07-21,869.90999988,,,
2015-07-22,2138.73002622,,,
2015-07-23,2759.7600708,,,
2015-07-24,1369.84003064,,,
2015-07-25,931.86001966,,,
2015-07-26,1034.8600082,,,
2015-07-27,1351.86001973,,,
2015-07-28,1265.8400268,,,
2015-07-29,2554.72001636,,,
2015-07-30,1179.9700165,,,
2015-07-31,2359.8200531,,,
2015-08-01,1029.89003756,,,
2015-08-02,5109.4901543999995,,,
2015-08-03,959.9200134,,,
2015-08-04,2279.8200684,,,
2015-08-05,1675.83003238,,,
2015-08-06,1361.90003397,,,
2015-08-07,3379.61007684,,,
2015-08-08,1149.89999392,,,
2015-08-09,2347.84004594,,,
2015-08-10,2594.6300583,,,
2015-08-11,870.89000708,,,
2015-08-12,2119.84005358,,,
2015-08-13,2609.6300658,,,
2015-08-14,2414.70005412,,,
2015-08-15,2137.8900376,,,
2015-08-16,1429.9300232,,,
2015-08-17,1419.77001946,,,
2015-08-18,1111.96001818,,,
2015-08-19,4099.60009762,,,
2015-08-20,2433.77006154,,,
2015-08-21,2125.8000374,,,
2015-08-22,1579.86002356,,,
2015-08-23,2524.7300414,,,
2015-08-24,2389.7500305,,,
2015-08-25,1197.87003326,,,
2015-08-26,2621.8400422,,,
2015-08-27,2497.8100433,,,
2015-08-28,2589.67002098,,,
2015-08-29,3604.66008374,,,
2015-08-30,1884.8200569599999,,,
2015-08-31,1009.8000202200001,,,
2015-09-01,1359.8800086400001,,,
2015-09-02,719.9100189000001,,,
2015-09-03,3687.570053,,,
2015-09-04,1709.83003614,,,
2015-09-05,3442.73008348,,,
2015-09-06,1693.89002608,,,
2015-09-07,2241.78004466,,,
2015-09-08,889.86001968,,,
2015-09-09,1449.8800201,,,
2015-09-10,901.9700164999999,,,
2015-09-11,4953.52006524,,,
2015-09-12,3018.62006004,,,
2015-09-13,1819.82004164,,,
2015-09-14,2424.78004842,,,
2015-09-16,3113.72008146,,,
2015-09-17,3629.68007296,,,
2015-09-18,3804.63008888,,,
2015-09-19,2289.8200532,,,
2015-09-20,2869.71006021,,,
2015-09-21,2919.77006153,,,
2015-09-22,3215.6400834,,,
2015-09-23,3894.56003938,,,
2015-09-24,3464.7200547,,,
2015-09-25,1194.8800354,,,
2015-09-26,1381.9200059,,,
2015-09-27,1419.8400268,,,
2015-09-28,249.97000889999998,,,
2015-09-29,1553.8200302,,,
2015-09-30,3096.77006914,,,
2015-10-01,1689.8100357600001,,,
2015-10-02,914.9299965800001,,,
2015-10-03,1404.71000288,,,
2015-10-04,1349.78002543,,,
2015-10-05,1937.8100357399999,,,
2015-10-06,1003.890007,,,
2015-10-07,3719.7600709,,,
2015-10-08,1995.77005396,,,
2015-10-09,1617.8800507,,,
2015-10-10,1669.7900467,,,
2015-10-11,2694.71001808,,,
2015-10-12,2909.7600518,,,
2015-10-13,3038.72006618,,,
2015-10-14,1859.89004904,,,
2015-10-15,3755.70004473,,,
2015-10-16,2519.8500367,,,
2015-10-17,1470.9100189,,,
2015-10-18,2069.9000397,,,
2015-10-19,1479.79003136,,,
2015-10-20,2649.77005,,,
2015-10-21,2539.87004858,,,
2015-10-22,919.90001682,,,
2015-10-23,2127.89004904,,,
2015-10-24,2661.7600555,,,
2015-10-25,2494.70003126,,,
2015-10-26,245.9900055,,,
2015-10-27,2929.7700196,,,
2015-10-28,2695.7700615,,,
2015-10-29,744.91001317,,,
2015-10-30,2874.83002094,,,
2015-10-31,2281.76004595,,,
2015-11-01,1417.90003588,,,
2015-11-02,2389.7800598,,,
2015-11-03,573.95000462,,,
2015-11-04,775.9000244,,,
2015-11-05,671.9400177,,,
2015-11-06,3579.61006543,,,
2015-11-07,3999.68010718,,,
2015-11-08,3965.65011229,,,
2015-11-09,2824.76007846,,,
2015-11-10,2703.76006316,,,
2015-11-11,739.91003038,,,
2015-11-12,4054.38009067,,,
2015-11-13,4343.71006034,,,
2015-11-14,799.89002228,,,
2015-11-15,2805.69006921,,,
2015-11-16,2519.69007872,,,
2015-11-17,3534.59006868,,,
2015-11-18,2439.83005908,,,
2015-11-19,7383.31011968,,,
2015-11-20,1574.88002967,,,
2015-11-21,3655.70009238,,,
2015-11-22,1323.9000283,,,
2015-11-23,2161.89001846,,,
2015-11-24,3415.6600799,,,
2015-11-25,4333.58009725,,,
2015-11-26,2118.69004625,,,
2015-11-27,2194.84007081,,,
2015-11-28,2749.7100373,,,
2015-11-29,5289.61013428,,,
2015-11-30,939.9000168,,,
2015-12-01,3217.6900901999998,,,
2015-12-02,1640.82000722,,,
2015-12-03,2390.74003602,,,
2015-12-04,579.9700164999999,,,
2015-12-05,2285.83007438,,,
2015-12-06,3375.7000771,,,
2015-12-07,1544.91000754,,,
2015-12-08,2734.77005768,,,
2015-12-09,3276.61010935,,,
2015-12-10,2958.77005782,,,
2015-12-11,1804.830017,,,
2015-12-12,1722.91003038,,,
2015-12-13,4124.57010274,,,
2015-12-14,2229.7500687,,,
2015-12-15,3474.65005506,,,
2015-12-16,4034.80008515,,,
2015-12-17,2045.8300629,,,
2015-12-18,2506.7800636399998,,,
2015-12-19,3239.58008384,,,
2015-12-20,2459.84005368,,,
2015-12-21,4089.65011415,,,
2015-12-22,1584.88004688,,,
2015-12-23,3209.77008062,,,
2015-12-24,2399.77001578,,,
2015-12-25,2583.8200837,,,
2015-12-26,4159.53008638,,,
2015-12-27,3101.77005006,,,
2015-12-28,3595.69007882,,,
2015-12-29,819.9100113,,,
2015-12-30,2668.7400551,,,
2015-12-31,3939.67010313,,,
2016-01-01,2546.7200508299998,,,
2016-01-02,3706.66009335,,,
2016-01-03,1541.8000488,,,
2016-01-04,3441.64005473,,,
2016-01-05,3051.7700672299998,,,
2016-01-06,1649.8500366,,,
2016-01-07,3899.60008815,,,
2016-01-08,1724.8600464,,,
2016-01-09,1471.88001634,,,
2016-01-10,1369.7900238,,,
2016-01-11,1549.8800507,,,
2016-01-12,3149.8000641,,,
2016-01-13,2800.72005086,,,
2016-01-14,3937.60007663,,,
2016-01-15,1189.90002058,,,
2016-01-16,3909.6000976200003,,,
2016-01-17,2367.7500419,,,
2016-01-18,839.91003038,,,
2016-01-19,1304.89003374,,,
2016-01-20,2059.80005264,,,
2016-01-21,1449.8100433,,,
2016-01-22,1527.7900314,,,
2016-01-23,2147.77002717,,,
2016-01-24,2769.7900468,,,
2016-01-25,1549.8300476,,,
2016-01-26,3119.49008172,,,
2016-01-27,2493.7900696,,,
2016-01-28,841.88000293,,,
2016-01-29,1559.8600579,,,
2016-01-30,2653.69005586,,,
2016-01-31,3010.61008066,,,
2016-02-01,939.8600311,,,
2016-02-02,1649.83005908,,,
2016-02-03,1959.76005168,,,
2016-02-04,1869.8100433,,,
2016-02-05,874.93001562,,,
2016-02-06,1659.85001752,,,
2016-02-07,1378.8600311,,,
2016-02-08,911.9000244399999,,,
2016-02-09,1936.80002596,,,
2016-02-10,1565.8700371,,,
2016-02-11,2859.6300812,,,
2016-02-12,1719.89004904,,,
2016-02-13,1217.84002685,,,
2016-02-14,1039.88002396,,,
2016-02-15,634.9500217699999,,,
2016-02-16,2012.77004618,,,
2016-02-17,1641.80001832,,,
2016-02-18,1069.9200286999999,,,
2016-02-19,2509.6700516,,,
2016-02-20,3222.72007756,,,
2016-02-21,409.9499969,,,
2016-02-22,1609.8099937000002,,,
2016-02-23,2003.76004026,,,
2016-02-24,2099.86002543,,,
2016-02-25,2114.82006458,,,
2016-02-26,1445.71004483,,,
2016-02-27,1939.85005576,,,
2016-02-28,1138.81999584,,,
2016-02-29,2894.71006388,,,
2016-03-01,1173.8900299,,,
2016-03-02,1891.86003876,,,
2016-03-03,4694.49013916,,,
2016-03-04,1371.84001534,,,
2016-03-05,2441.7600632,,,
2016-03-06,209.9499969,,,
2016-03-07,899.90002828,,,
2016-03-08,969.9100189000001,,,
2016-03-09,1704.8000412000001,,,
2016-03-10,1477.90005118,,,
2016-03-11,759.960022,,,
2016-03-12,3255.69008075,,,
2016-03-13,639.90000151,,,
2016-03-14,1889.7200622,,,
2016-03-15,3049.60005375,,,
2016-03-16,725.9300079,,,
2016-03-17,689.9300155999999,,,
2016-03-18,2929.72006226,,,
2016-03-19,1139.90002828,,,
2016-03-21,1489.9100495,,,
2016-03-22,1634.8200226,,,
2016-03-23,669.93000408,,,
2016-03-24,1069.8800163,,,
2016-03-25,2245.78000248,,,
2016-03-26,2324.75006675,,,
2016-03-27,1263.8500213,,,
2016-03-28,1645.84004594,,,
2016-03-29,1874.81003568,,,
2016-03-30,2024.8200378,,,
2016-03-31,1894.77000231,,,
2016-04-01,2348.68005368,,,
2016-04-02,3296.640045,,,
2016-04-03,1484.84000593,,,
2016-04-04,899.88003544,,,
2016-04-05,874.84001534,,,
2016-04-06,1389.9100495,,,
2016-04-07,969.90002828,,,
2016-04-08,2044.72003926,,,
2016-04-09,1926.77004242,,,
2016-04-10,2214.75005718,,,
2016-04-11,2404.71006208,,,
2016-04-12,2043.85007868,,,
2016-04-13,2045.7100411000001,,,
2016-04-14,2522.71006205,,,
2016-04-15,2118.77006347,,,
2016-04-16,1134.83002657,,,
2016-04-17,1089.8500213,,,
2016-04-18,1901.78004454,,,
2016-04-19,1594.84004976,,,
2016-04-20,893.9100055700001,,,
2016-04-21,1474.8700333,,,
2016-04-22,1728.73003004,,,
2016-04-23,1879.8600578799999,,,
2016-04-24,1344.8300476,,,
2016-04-25,394.88999935,,,
2016-04-26,3019.7100792399997,,,
2016-04-27,674.9700089,,,
2016-04-28,2399.7700501,,,
2016-04-29,1669.84002298,,,
2016-04-30,1023.960022,,,
2016-05-01,2271.7600537099997,,,
2016-05-02,1007.8899993,,,
2016-05-03,2754.65008158,,,
2016-05-04,619.9800034,,,
2016-05-05,2925.7000809,,,
2016-05-06,2986.61005203,,,
2016-05-07,1203.92002876,,,
2016-05-08,3045.6400604,,,
2016-05-09,3385.73006834,,,
2016-05-10,1719.75004958,,,
2016-05-11,1268.94001963,,,
2016-05-12,2063.74005699,,,
2016-05-13,678.9000091,,,
2016-05-14,559.9300232,,,
2016-05-15,1709.78002172,,,
2016-05-16,2844.75005336,,,
2016-05-17,1874.8500365999998,,,
2016-05-18,1119.8500174800001,,,
2016-05-19,1688.83003242,,,
2016-05-20,1456.83002468,,,
2016-05-21,1469.86002728,,,
2016-05-22,1269.9000168,,,
2016-05-23,1764.80004128,,,
2016-05-24,2029.86006558,,,
2016-05-25,1239.9000244,,,
2016-05-26,1149.86003116,,,
2016-05-27,2879.69006346,,,
2016-05-28,1122.90001867,,,
2016-05-29,990.82001295,,,
2016-05-30,1231.8300324,,,
2016-05-31,2866.63005052,,,
2016-06-01,871.90001296,,,
2016-06-02,1545.7100333600001,,,
2016-06-03,799.9300270399999,,,
2016-06-04,1919.81004332,,,
2016-06-05,338.0,,,
2016-06-06,481.96001054,,,
2016-06-07,534.95000456,,,
2016-06-08,589.9100189000001,,,
2016-06-09,534.9600067,,,
2016-06-10,1724.820015,,,
2016-06-11,682.97000886,,,
2016-06-12,1029.9100266,,,
2016-06-13,1247.8700333,,,
2016-06-14,809.84001345,,,
2016-06-15,1961.8600693600001,,,
2016-06-16,659.97000508,,,
2016-06-17,1069.8900223,,,
2016-06-18,1999.7600479,,,
2016-06-19,1499.83003614,,,
2016-06-20,1044.89002801,,,
2016-06-21,669.9499969,,,
2016-06-22,2169.8200530999998,,,
2016-06-23,1629.81003186,,,
2016-06-24,874.9700089,,,
2016-06-25,854.83001323,,,
2016-06-26,3661.59004765,,,
2016-06-27,949.9300079,,,
2016-06-28,1229.8700409,,,
2016-06-29,839.91002656,,,
2016-06-30,1104.9300233,,,
2016-07-01,2937.57006822,,,
2016-07-02,1880.86005406,,,
2016-07-03,1699.7700042000001,,,
2016-07-04,1631.8200378,,,
2016-07-05,967.87003332,,,
2016-07-06,1932.75004578,,,
2016-07-07,2159.79004284,,,
2016-07-08,699.93002704,,,
2016-07-09,1698.84004976,,,
2016-07-10,1319.88003542,,,
2016-07-11,1109.9100189,,,
2016-07-12,329.9600067,,,
2016-07-13,169.97000122,,,
2016-07-14,1136.89003756,,,
2016-07-15,1434.83004,,,
2016-07-16,1065.90001682,,,
2016-07-17,334.95001221999996,,,
2016-07-18,629.9200134,,,
2016-07-19,1104.8900299,,,
2016-07-20,1258.83003618,,,
2016-07-21,2095.79003526,,,
2016-07-22,1515.81002806,,,
2016-07-23,586.94001388,,,
2016-07-24,1259.87002566,,,
2016-07-25,1869.87004856,,,
2016-07-26,1194.9100074799999,,,
2016-07-27,2284.66004556,,,
2016-07-28,2214.77006538,,,
2016-07-29,825.93003086,,,
2016-07-30,1785.88002398,,,
2016-07-31,909.9000244,,,
2016-08-01,755.9200287,,,
2016-08-02,756.90999978,,,
2016-08-03,1333.8700218,,,
2016-08-04,1069.8800201,,,
2016-08-05,939.9300232,,,
2016-08-06,579.93000219,,,
2016-08-07,1315.87003326,,,
2016-08-08,1109.8600311,,,
2016-08-09,1598.93001938,,,
2016-08-10,911.9300270399999,,,
2016-08-11,2059.7900505,,,
2016-08-12,2729.75003044,,,
2016-08-13,1354.90003588,,,
2016-08-14,679.91000365,,,
2016-08-15,259.96999738,,,
2016-08-16,1799.8800354,,,
2016-08-17,2164.7700538999998,,,
2016-08-18,1231.8500060000001,,,
2016-08-19,1418.90005118,,,
2016-08-20,2813.71005252,,,
2016-08-21,571.9500122,,,
2016-08-22,1104.9000244,,,
2016-08-23,1009.980011,,,
2016-08-24,2421.63006582,,,
2016-08-25,2442.8000488,,,
2016-08-26,831.88000673,,,
2016-08-27,2190.64006615,,,
2016-08-28,59.99000168,,,
2016-08-29,1059.9400177,,,
2016-08-30,3863.5600968,,,
2016-08-31,2802.66004936,,,
2016-09-01,1358.81002428,,,
2016-09-02,1084.85000224,,,
2016-09-03,2519.70006568,,,
2016-09-04,934.85002132,,,
2016-09-05,759.9000244,,,
2016-09-06,3137.67005721,,,
2016-09-07,1983.74000938,,,
2016-09-08,1368.8900147,,,
2016-09-09,1449.83002854,,,
2016-09-10,1174.8900299,,,
2016-09-11,639.90001681,,,
2016-09-12,1019.9600144,,,
2016-09-13,201.9700012,,,
2016-09-14,1109.91001892,,,
2016-09-15,1454.79002754,,,
2016-09-16,3461.6600267,,,
2016-09-17,1952.84002692,,,
2016-09-18,3411.59008402,,,
2016-09-19,569.8900223,,,
2016-09-20,993.87002562,,,
2016-09-21,673.94001394,,,
2016-09-22,809.8700065400001,,,
2016-09-23,1619.8600464,,,
2016-09-24,1741.80003175,,,
2016-09-25,359.99000168,,,
2016-09-26,1549.81000506,,,
2016-09-27,1769.8000335,,,
2016-09-28,1991.7900352,,,
2016-09-29,3584.5499876100002,,,
2016-09-30,827.9599991,,,
2016-10-01,1019.90000544,,,
2016-10-02,1654.8200072,,,
2016-10-03,2787.67001356,,,
2016-10-04,834.87001032,,,
2016-10-05,1039.88002015,,,
2016-10-06,2334.68002704,,,
2016-10-07,1159.94001776,,,
2016-10-08,2127.76006698,,,
2016-10-09,2264.71002962,,,
2016-10-10,2276.79002008,,,
2016-10-11,2296.77003088,,,
2016-10-12,633.92000576,,,
2016-10-13,2099.84006888,,,
2016-10-14,1087.90999984,,,
2016-10-15,1161.8300018,,,
2016-10-16,1249.82002634,,,
2016-10-17,1203.8300323,,,
2016-10-18,221.9499969,,,
2016-10-19,889.8600083,,,
2016-10-20,1509.89003756,,,
2016-10-21,1709.85004808,,,
2016-10-22,1142.82002833,,,
2016-10-23,2493.70004262,,,
2016-10-24,2729.780037,,,
2016-10-25,2165.78002168,,,
2016-10-26,1275.8400077000001,,,
2016-10-27,1607.80002211,,,
2016-10-28,949.91003038,,,
2016-10-29,1571.7800369,,,
2016-10-30,1674.7700500400001,,,
2016-10-31,1299.8100014,,,
2016-11-01,1209.8300285,,,
2016-11-02,999.8900146,,,
2016-11-03,2450.76005552,,,
2016-11-04,404.9900055,,,
2016-11-05,1129.91001136,,,
2016-11-06,1644.76002118,,,
2016-11-07,2389.7900086600002,,,
2016-11-08,1557.8899842,,,
2016-11-09,2149.92002488,,,
2016-11-10,794.95001608,,,
2016-11-11,1394.84004212,,,
2016-11-12,1297.90000914,,,
2016-11-13,1323.75001522,,,
2016-11-14,849.8999939,,,
2016-11-15,2789.66004932,,,
2016-11-16,2259.8400344799998,,,
2016-11-17,1834.81005287,,,
2016-11-18,1534.78003304,,,
2016-11-19,1919.86002346,,,
2016-11-20,2131.80003553,,,
2016-11-21,1209.91002662,,,
2016-11-22,1539.78001023,,,
2016-11-23,1489.8800201,,,
2016-11-24,1469.8400268,,,
2016-11-25,2139.6400527,,,
2016-11-26,954.94001006,,,
2016-11-27,619.8800125,,,
2016-11-28,2309.76006125,,,
2016-11-29,1709.8700256,,,
2016-11-30,1685.76003268,,,
2016-12-01,1839.8200226,,,
2016-12-02,1014.9200134,,,
2016-12-03,2539.73007972,,,
2016-12-04,1455.70002352,,,
2016-12-05,729.9100189000001,,,
2016-12-06,3187.65009314,,,
2016-12-07,2149.90003206,,,
2016-12-08,1241.81000707,,,
2016-12-09,1049.9200286999999,,,
2016-12-10,4149.67010118,,,
2016-12-11,1289.85998158,,,
2016-12-12,259.980011,,,
2016-12-13,1473.8700256,,,
2016-12-14,1159.81001471,,,
2016-12-15,1177.8400268999999,,,
2016-12-16,1644.8300437799999,,,
2016-12-17,2109.85004432,,,
2016-12-18,913.8800315799999,,,
2016-12-19,2509.6800536,,,
2016-12-20,639.96000288,,,
2016-12-21,885.8400154,,,
2016-12-22,467.95000838,,,
2016-12-23,2989.7200775,,,
2016-12-24,1347.8400116,,,
2016-12-25,1969.7900277200001,,,
2016-12-26,815.96000867,,,
2016-12-27,1369.82001118,,,
2016-12-28,1947.7400245000001,,,
2016-12-29,2031.6900481,,,
2016-12-30,1189.86999898,,,
2016-12-31,1720.8700409,,,
2017-01-01,659.95000838,,,
2017-01-02,1099.89000698,,,
2017-01-03,1297.8800279,,,
2017-01-05,3059.70006375,,,
2017-01-06,984.8600311,,,
2017-01-07,239.9600067,,,
2017-01-08,2709.70006938,,,
2017-01-09,1629.8800277999999,,,
2017-01-10,1599.83003996,,,
2017-01-11,1291.8600464,,,
2017-01-12,1224.82002443,,,
2017-01-13,887.9000244599999,,,
2017-01-14,979.8800049,,,
2017-01-15,384.94000242000004,,,
2017-01-16,1254.870018,,,
2017-01-17,1139.89002231,,,
2017-01-18,2947.7100754,,,
2017-01-19,509.91999812,,,
2017-01-20,2223.76005562,,,
2017-01-21,1149.88003928,,,
2017-01-22,1029.88002776,,,
2017-01-23,1348.77002517,,,
2017-01-24,1214.8800201,,,
2017-01-25,565.9000091,,,
2017-01-26,1473.79004284,,,
2017-01-27,1941.7800142,,,
2017-01-28,727.89002423,,,
2017-01-29,879.90998845,,,
2017-01-30,1501.8600388,,,
2017-01-31,454.9400024,,,
2017-02-01,1669.8500213,,,
2017-02-02,1504.91003038,,,
2017-02-03,2464.77002334,,,
2017-02-04,489.97000504,,,
2017-02-05,1519.8400268999999,,,
2017-02-06,1964.7500343,,,
2017-02-07,1539.76002116,,,
2017-02-08,1807.7600326000002,,,
2017-02-09,2475.79004284,,,
2017-02-10,2491.62004096,,,
2017-02-11,649.8900184400001,,,
2017-02-12,354.9400024,,,
2017-02-13,1534.85003662,,,
2017-02-14,729.9400024,,,
2017-02-15,2845.60007088,,,
2017-02-16,1292.84000396,,,
2017-02-17,1759.82003016,,,
2017-02-18,2266.7700424,,,
2017-02-19,2789.70002742,,,
2017-02-20,3329.65004354,,,
2017-02-21,2246.65004737,,,
2017-02-22,2848.6800384,,,
2017-02-23,2109.76004036,,,
2017-02-24,1539.8000221,,,
2017-02-25,1969.7600402,,,
2017-02-26,1844.8200302999999,,,
2017-02-27,1474.7600402,,,
2017-02-28,1589.8300208800001,,,
2017-03-01,2066.8100051,,,
2017-03-02,1822.7600365399999,,,
2017-03-03,1979.82003416,,,
2017-03-04,314.9300079,,,
2017-03-05,1265.8500174800001,,,
2017-03-06,2309.78002538,,,
2017-03-07,1998.74002458,,,
2017-03-08,1824.8200035,,,
2017-03-09,2120.68004598,,,
2017-03-10,136.93999862,,,
2017-03-11,1139.8400421000001,,,
2017-03-12,555.90001676,,,
2017-03-13,1624.82000736,,,
2017-03-14,319.9800034,,,
2017-03-15,1399.8400268,,,
2017-03-16,2869.7900696,,,
2017-03-17,1929.7300339,,,
2017-03-18,1229.8200378,,,
2017-03-19,1134.88003542,,,
2017-03-20,1575.8900299,,,
2017-03-21,799.91001128,,,
2017-03-22,2041.8400498,,,
2017-03-23,1919.8400231,,,
2017-03-24,1059.9200286999999,,,
2017-03-25,1361.89002996,,,
2017-03-26,1759.91001892,,,
2017-03-27,1459.91001892,,,
2017-03-28,859.8399885599999,,,
2017-03-29,1619.8299942600001,,,
2017-03-30,1439.76000578,,,
2017-03-31,1377.79999922,,,
2017-04-01,2789.73007588,,,
